2.70000243187;-14.3602209091;-4.06346511841
5.1192741394;-25.8452777863;-7.71465587616
7.09546518326;-34.9108543396;-10.340877533
8.60028934479;-42.3244056702;-12.837346077
9.80795955658;-48.1877708435;-14.8049182892
10.8076353073;-52.8231315613;-16.2064666748
11.7220001221;-56.5145568848;-17.8475704193
12.1512908936;-58.8222198486;-18.7252597809
12.7824697495;-61.3133468628;-19.9489994049
13.0626211166;-63.3499221802;-20.3338489532
13.3897171021;-65.0187301636;-21.0893974304
13.6286487579;-66.1898117065;-21.7596340179
13.7744150162;-67.1157608032;-21.9719295502
13.4129886627;-68.3963851929;-22.0876522064
13.3537902832;-69.5410995483;-22.6513729095
13.3927001953;-70.392036438;-22.6081047058
13.3760643005;-71.2567214966;-23.0054168701
13.3127908707;-71.9204177856;-23.0501556396
13.1811037064;-72.3363800049;-23.4403419495
13.1292419434;-72.7611999512;-23.3975601196
13.0513544083;-73.0897674561;-23.2011032104
13.0272245407;-73.2741012573;-23.0988502502
13.0083427429;-73.4828567505;-23.2441082001
12.8772916794;-73.6540527344;-23.285982132
12.8187713623;-73.8477630615;-23.4070358276
12.7008733749;-74.0356140137;-23.4693164825
12.6058959961;-74.3610458374;-23.3720588684
12.6864709854;-74.4834671021;-23.073884964
12.7450389862;-74.4394226074;-23.1585941315
12.9995107651;-74.2158889771;-23.1328639984
13.1866044998;-73.9190216064;-22.935874939
13.4880952835;-73.5031280518;-22.8659191132
13.6492948532;-73.1464157104;-22.9039497375
13.9212427139;-72.8742218018;-22.9883174896
14.0995006561;-72.7174072266;-23.2102355957
14.204284668;-72.4460906982;-23.0016784668
14.4062261581;-72.3826980591;-22.9027328491
14.5673732758;-72.3715667725;-22.778591156
14.8007392883;-72.2228622437;-22.816576004
14.795337677;-72.3659515381;-22.8538589478
14.819943428;-72.4870300293;-22.7078876495
14.8724365234;-72.4657592773;-22.6759300232
15.0048875809;-72.398765564;-22.8349132538
15.0059375763;-72.2994384766;-22.678861618
14.9612131119;-72.2421875;-22.4482917786
14.937587738;-72.3545074463;-22.215763092
14.9795808792;-72.298286438;-22.1720790863
14.9208602905;-72.2349777222;-22.162065506
15.0547800064;-72.1739501953;-22.7112407684
15.1287126541;-72.12550354;-22.8777503967
15.1221609116;-72.0018997192;-22.8034629822
15.0446748734;-72.0143432617;-22.8527202606
15.2226648331;-72.0664978027;-23.1275215149
15.3324460983;-72.1536941528;-23.0714111328
15.5260925293;-71.9882507324;-23.0415611267
15.3437280655;-71.9808120728;-22.9530353546
15.3545379639;-71.9151992798;-22.8649311066
15.1957817078;-71.8495483398;-22.6203613281
15.1481304169;-71.8993911743;-22.4978942871
15.1597547531;-71.7761154175;-22.5420684814
15.123342514;-71.7893066406;-22.6537876129
14.9769973755;-71.7880401611;-22.3728351593
15.0238685608;-71.78855896;-22.420791626
15.0823726654;-71.8740997314;-22.3666572571
15.1196432114;-71.8744277954;-22.4309978485
14.9092264175;-71.7978668213;-22.507314682
14.8678674698;-71.8124084473;-22.3466739655
14.9561853409;-71.8078689575;-22.5497989655
15.0013246536;-71.7648696899;-22.5683383942
14.907869339;-71.6557846069;-22.4370231628
14.8968553543;-71.7390899658;-22.1444625854
14.906378746;-71.7541122437;-22.2847423553
14.8977556229;-71.787689209;-22.6357460022
14.899107933;-71.6859436035;-22.6330795288
14.7901773453;-71.7499237061;-22.4845371246
14.6710529327;-71.7504959106;-22.182762146
14.5584630966;-72.0881195068;-22.170129776
14.3563165665;-72.3223724365;-22.2892284393
14.1897907257;-72.5717315674;-22.3722457886
14.0315055847;-72.7366638184;-22.5608081818
13.9530115128;-72.8016662598;-22.7159233093
13.9116439819;-72.882270813;-22.8045158386
13.850317955;-72.8512573242;-22.6448326111
13.9187164307;-73.0528335571;-22.7551765442
13.6968860626;-73.088760376;-21.9885673523
13.6310386658;-72.9534225464;-22.104850769
13.6484994888;-72.9866714478;-22.3215694427
13.5029249191;-72.9821548462;-22.6918582916
13.3506641388;-73.1753463745;-22.9627571106
13.3653268814;-73.3446960449;-22.6860866547
13.2984819412;-73.3825836182;-22.6726303101
13.0928506851;-73.3153991699;-22.4943637848
13.0041313171;-73.28540802;-22.3144760132
12.8291492462;-73.2705001831;-22.389509201
12.660367012;-73.2817382812;-22.1139392853
12.638250351;-73.1958007812;-22.138469696
12.7908668518;-73.2083816528;-22.1705627441
13.0378637314;-73.3381347656;-22.3481178284
12.829533577;-73.2670211792;-22.4757823944
12.9327745438;-73.3168334961;-22.1469783783
12.8814687729;-73.342338562;-22.2458152771
12.8662633896;-73.2616653442;-22.3287658691
12.9273395538;-73.3115692139;-22.1810932159
12.9348154068;-73.2828140259;-22.2087745667
13.0152349472;-73.2999038696;-22.369977951
